A0471	艱難梭菌引起的小腸結腸炎，復發性
S66891	手腕和手部水平的其他特定肌肉、筋膜和肌腱的其他損傷，右手
S66892	左手手腕和手部其他指定肌肉、筋膜和肌腱的其他損傷
S66899	手腕和手部其他指定肌肉、筋膜和肌腱的其他損傷，未指定的手
S66901	未特指的肌肉、筋膜和肌腱在手腕和手部水平的未特指損傷，右手
S66902	左手手腕和手部未明確肌肉、筋膜和肌腱的未明確損傷
S66909	未特指的腕部和手部肌肉、筋膜和肌腱的未特指損傷，未特指手
S66911	右手手腕和手部水平未明確的肌肉、筋膜和肌腱拉傷
S66912	左手手腕和手部水平未明確的肌肉、筋膜和肌腱拉傷
S66919	未指定的手腕和手部肌肉、筋膜和肌腱拉傷，未指定的手
S66921	右手手腕和手部水平未明確的肌肉、筋膜和肌腱撕裂傷
S66922	左手手腕和手部未明確的肌肉、筋膜和肌腱撕裂傷
S66929	手腕和手部未指定的肌肉、筋膜和肌腱撕裂，未指定的手
S66991	手腕和手部水平的其他未特指的肌肉、筋膜和肌腱損傷，右手
S66992	其他未特指的肌肉、筋膜和肌腱在腕部和手部水平、左手的損傷
S66999	其他未特指的腕部和手部肌肉、筋膜和肌腱損傷，未特指的手
S6700	不明拇指擠壓傷
S6790	未指明的手腕、手和手指的未指明部分的擠壓傷
S68411	手腕水平右手完全外傷性截肢
S68412	左手手腕水平完全外傷性截肢
S68419	手腕水平不明手的完全外傷性截肢
S68421	手腕水平右手部分外傷性截肢
S68422	手腕水平左手部分外傷性截肢
S68429	未特指的手腕部分外傷性截肢
S68619	未指定手指的外傷性經指骨完全截肢術
S68711	右手完全外傷性經掌骨截肢術
S68712	左手外傷性經掌骨完全截肢術
S68719	不明手的完全外傷性經掌骨截肢術
S68721	右手部分外傷性經掌骨截肢術
S68722	左手部分外傷性經掌骨截肢術
S68729	未特指手的部分外傷性經掌骨截肢術
S6980	未指明的手腕、手和手指的其他指明的損傷
S6990	未指定的手腕、手和手指的未指定損傷
S7022	臀部水泡（非熱）
S7024	髖關節外部收縮
S7026	臀部昆蟲叮咬（無毒）
S7032	大腿的水泡（非熱的）
S7034	大腿外側收縮
S7036	大腿蟲咬（無毒）
S70919	未指定的髖關節淺表損傷
S70929	未指定大腿的未指定淺表損傷
S7100	未指明的髖部開放性傷口
S7101	髖部無異物撕裂傷
S7102	髖部異物撕裂傷
S71029	異物撕裂傷，不明臀部
S7103	髖部無異物穿刺傷
S7104	髖部異物穿刺傷
S71051	開合，右臀部
S71052	開合，左臀部
S71059	開合，未明確的臀部
S7111	大腿無異物撕裂傷
S7112	大腿異物撕裂傷
S7113	大腿無異物穿刺傷
S71151	開合，右大腿
S71152	開合，左大腿
S71159	開合，未指明的大腿
S72001	右股骨頸未明確部分骨折
S72002	左股骨頸未明確部分骨折
S72009	不明股骨頸不明部分骨折
S72011	未特指的右股骨囊內骨折
S72012	未特指的左股骨囊內骨折
S72019	不明股骨的不明囊內骨折
S72021	右股骨骨骺移位骨折（分離）（上）
S72022	左股骨骨骺移位骨折（分離）（上）
S72023	不明股骨骨骺移位骨折（分離）（上）
S72024	右股骨骨骺非移位骨折（分離）（上）
S72025	左股骨骨骺非移位骨折（分離）（上）
S72026	未明確股骨的骨骺（分離）（上）無移位骨折
S72031	右股骨移位性頸中骨折
S72032	左股骨移位性頸中骨折
S72033	未明確股骨移位性頸中段骨折
S72034	右股骨無移位的頸中段骨折
S72035	左股骨無移位的頸中段骨折
S72036	未特指股骨無移位的頸中段骨折
S72041	右股骨頸根部移位骨折
S72042	左股骨頸根部移位骨折
S72043	不明股骨頸根部移位骨折
S72044	右股骨頸根部無移位骨折
S72045	左股骨頸根部無移位骨折
S72046	未明確股骨頸根部無移位骨折
S72051	右股骨頭不明骨折
S72052	左股骨頭不明骨折
S72059	不明股骨頭不明骨折
S72061	右股骨頭移位性關節骨折
S72062	左股骨頭移位性關節骨折
S72063	未特指的股骨頭移位性關節骨折
S72064	右股骨頭無移位關節骨折
S72065	左股骨頭無移位關節骨折
S72066	未特指股骨頭無移位關節骨折
S72091	其他右股骨頭頸骨折
S72092	左股骨頭頸部其他骨折
S72099	其他未特指的股骨頭頸骨折
S72101	未明確的右股骨轉子骨折
S72102	未明確的左股骨轉子骨折
S72109	不明股骨的不明股骨轉子骨折
S72111	右股骨大轉子移位骨折
S72112	左股骨大轉子移位骨折
S72113	不明股骨大轉子移位骨折
S72114	右股骨大轉子無移位骨折
S72115	左股骨大轉子無移位骨折
S72116	不明股骨大轉子無移位骨折
S72121	右股骨小轉子移位骨折
S72122	左股骨小轉子移位骨折
S72123	不明股骨小轉子移位骨折
S72124	右股骨小轉子無移位骨折
S72125	左股骨小轉子無移位骨折
S72126	不明股骨小轉子無移位骨折
S72131	右股骨骨突骨折移位
S72132	左股骨骨突骨折移位
S72133	未特指股骨移位骨突骨折
S72134	右股骨無移位骨突骨折
S72135	左股骨無移位骨突骨折
S72136	未特指股骨的非移位骨突骨折
S72141	右股骨轉子間移位骨折
S72142	左股骨轉子間移位骨折
S72143	未明確股骨移位性股骨轉子間骨折
S72144	無移位的右股骨轉子間骨折
S72145	左股骨無移位的轉子間骨折
S72146	未特指股骨非移位性轉子間骨折
S722	股骨轉子下骨折
S7221	右股骨轉子下骨折移位
S7222	左股骨轉子下骨折移位
S7223	不明股骨移位性股骨轉子下骨折
S7224	無移位的右股骨轉子下骨折
S7225	左股骨無移位的轉子下骨折
S7226	未特指股骨非移位性股骨轉子下骨折
S72301	右股骨幹未明確骨折
S72302	左股骨幹未明確骨折
S72309	不明股骨幹骨折
S72321	右股骨幹移位橫向骨折
S72322	左股骨幹移位橫向骨折
S72323	未明確股骨幹移位橫向骨折
S72324	右股骨幹無移位橫向骨折
S72325	左股骨幹無移位橫向骨折
S72326	未特指股骨幹無移位橫向骨折
S72331	右股骨幹移位斜骨折
S72332	左股骨幹移位斜骨折
S72333	不明股骨幹移位斜骨折
S72334	右股骨幹無移位斜向骨折
S72335	左股骨幹無移位斜向骨折
S72336	未特指股骨幹的無移位斜向骨折
S72341	右股骨幹移位螺旋骨折
S72342	左股骨幹移位螺旋骨折
S72343	不明股骨幹移位螺旋骨折
S72344	右股骨幹無移位螺旋骨折
S72345	左股骨幹無移位螺旋骨折
S72346	未特指股骨幹無移位螺旋骨折
S72351	右股骨幹移位粉碎性骨折
S72352	左股骨幹移位粉碎性骨折
S72353	不明股骨幹移位粉碎性骨折
S72354	右股骨幹無移位粉碎性骨折
S72355	左股骨幹無移位粉碎性骨折
S72356	未特指的股骨幹無移位粉碎性骨折
S72361	右股骨幹移位節段性骨折
S72362	左股骨幹移位節段性骨折
S72363	不明股骨幹移位節段性骨折
S72364	右股骨幹無移位節段性骨折
S72365	左股骨幹無移位節段性骨折
S72366	未特指股骨幹非移位節段性骨折
S72391	右股骨干其他骨折
S72392	左股骨干其他骨折
S72399	未特指的股骨幹的其他骨折
S72401	右股骨下端不明骨折
S72402	左股骨下端不明骨折
S72409	不明股骨下端不明骨折
S7241	股骨下端未明確的髁突骨折
S72411	右股骨下端移位的未特指的髁突骨折
S72412	左股骨下端移位的未明確的髁突骨折
S72413	不明股骨下端移位的不明髁突骨折
S72414	右股骨下端無移位未特指的髁突骨折
S72415	左股骨下端無移位未特指的髁突骨折
S72416	未特指股骨下端無移位未特指的髁突骨折
S72421	右股骨外側髁移位骨折
S72422	左股骨外側髁移位骨折
S72423	不明股骨外側髁移位骨折
S72424	右股骨外側髁無移位骨折
S72425	左股骨外側髁無移位骨折
S72426	未特指股骨外側髁無移位骨折
S72431	右股骨內側髁移位骨折
S72432	左股骨內側髁移位骨折
S72433	不明股骨內側髁移位骨折
S72434	右股骨內側髁無移位骨折
S72435	左股骨內側髁無移位骨折
S72436	未特指股骨內側髁無移位骨折
S72441	右股骨下骨骺移位骨折（分離）
S72442	左股骨下骨骺移位骨折（分離）
S72443	不明股骨下骨骺移位骨折（分離）
S72444	右股骨下骨骺（分離）無移位骨折
S72445	左股骨下骨骺（分離）無移位骨折
S72446	未特指股骨下骨骺非移位骨折（分離）
S72451	移位性髁上骨折，無右股骨下端髁內延伸
S72452	移位性髁上骨折，左股骨下端無髁內延伸
S72453	未明確股骨下端髁內延伸的移位性髁上骨折
S72454	無移位的髁上骨折，右股骨下端無髁內延伸
S72455	無移位的髁上骨折，左股骨下端無髁內延伸
S72456	未明確股骨下端髁內延伸的無移位髁上骨折
S72461	移位性髁上骨折伴右股骨下端髁內延長
S72462	移位性髁上骨折伴左股骨下端髁內延長
S72463	移位性髁上骨折伴不明股骨下端髁內延長
S72464	無移位的髁上骨折伴右股骨下端髁內延長
S72465	無移位的髁上骨折伴左股骨下端髁內延長
S72466	無移位的髁上骨折伴不明股骨下端髁內延伸
S72471	右股骨下端環面骨折
S72472	左股骨下端環面骨折
S72479	不明股骨下端環面骨折
S72491	右股骨下端其他骨折
S72492	左股骨下端其他骨折
S72499	未特指的股骨下端的其他骨折
S728X	其他股骨骨折
S728X1	其他右股骨骨折
S728X2	左股骨其他骨折
S728X9	其他未特指的股骨骨折
S7290	不明股骨的不明骨折
S7291	未明確的右股骨骨折
S7292	不明原因的左股骨骨折
S73	髖關節和韌帶脫位和扭傷
S73001	未特指的右髖半脫位
S73002	未特指的左髖半脫位
S73003	未特指的髖關節未特指半脫位
S73004	未明確的右髖脫位
S73005	未明確的左髖脫位
S73006	未特指的髖關節脫位
S73011	右髖後半脫位
S73012	左髖後半脫位
S73013	未特指的髖關節後半脫位
S73014	右髖關節後脫位
S73015	左髖關節後脫位
S73016	未特指的髖關節後脫位
S73021	右髖閉孔半脫位
S73022	左髖閉孔半脫位
S73023	未特指髖關節閉孔半脫位
S73024	右髖閉孔脫位
S73025	左髖閉孔脫位
S73026	未特指的髖關節閉孔脫位
S7303	其他髖關節前半脫位和脫位
S73031	其他右髖前半脫位
S73032	左髖其他前半脫位
S73033	其他未特指的髖關節前半脫位
S73034	其他右髖前脫位
S73035	左髖其他前脫位
S73036	其他未特指的髖關節前脫位
S7304	髖關節中央半脫位和脫位
S73041	右髖中央半脫位
S73042	左髖中央半脫位
S73043	未特指髖關節中央半脫位
S73044	右髖中央脫位
S73045	左髖中心脫位
S73046	未特指髖關節中央脫位
S7311	髖關節髂股韌帶扭傷
S7312	髖關節坐骨囊（韌帶）扭傷
S748X	臀部和大腿水平的其他神經損傷
S748X1	臀部和大腿水平的其他神經損傷，右腿
S748X2	臀部和大腿水平的其他神經損傷，左腿
S748X9	臀部和大腿水平的其他神經損傷，未指明的腿
S75211	右腿臀部和大腿水平的大隱靜脈輕微撕裂
S75212	左腿臀部和大腿水平的大隱靜脈輕微撕裂
S75219	臀部和大腿水平的大隱靜脈輕微裂傷，未明確腿部
S75221	右腿臀部和大腿水平的大隱靜脈大裂傷
S75222	左腿臀部和大腿水平的大隱靜脈大裂傷
S75229	臀部和大腿水平的大隱靜脈大裂傷，未明確腿部
S75291	臀部和大腿水平大隱靜脈的其他特定損傷，右腿
S75292	左腿臀部和大腿水平大隱靜脈的其他特定損傷
S75299	髖部和大腿水平大隱靜脈的其他特定損傷，未特定腿部
S75801	臀部和大腿水平的其他血管未明確損傷，右腿
S75802	臀部和大腿水平的其他血管未明確損傷，左腿
S75809	臀部和大腿水平的其他血管未明確損傷，未明確腿部
S75811	臀部和大腿水平的其他血管撕裂，右腿
S75812	臀部和大腿水平的其他血管撕裂，左腿
S75819	臀部和大腿水平的其他血管撕裂，未指明的腿部
S75891	臀部和大腿水平的其他血管的其他指定損傷，右腿
S75892	臀部和大腿水平的其他血管的其他指定損傷，左腿
S75899	臀部和大腿水平的其他血管的其他指定損傷，未指定的腿
S75901	臀部和大腿水平未明確血管未明確損傷，右腿
S75902	左腿臀部和大腿水平未明確血管的未明確損傷
S75909	未指明的臀部和大腿水平未指明的血管損傷，未指明的腿部
S75911	右腿臀部和大腿水平不明血管撕裂
S75912	左腿臀部和大腿水平不明血管撕裂
S75919	臀部和大腿水平不明血管撕裂，不明腿部
S75991	其他指定的臀部和大腿水平未特指的血管損傷，右腿
S75992	其他指定的臀部和大腿水平未明確血管損傷，左腿
S75999	髖部和大腿水平未明確血管的其他指定損傷，未明確腿部
S76009	未特指的髖部肌肉、筋膜和肌腱的未特指損傷
S76019	未特指的髖部肌肉、筋膜和肌腱拉傷
S76021	右髖部肌肉、筋膜和肌腱撕裂傷
S76022	左髖部肌肉、筋膜和肌腱撕裂傷
S76029	未特指的髖部肌肉、筋膜和肌腱撕裂傷
S7609	髖部肌肉、筋膜和肌腱的其他特定損傷
S76091	右髖部肌肉、筋膜和肌腱的其他特定損傷
S76092	左髖部肌肉、筋膜和肌腱的其他特定損傷
S76099	未特指的髖部肌肉、筋膜和肌腱的其他特指損傷
S76109	未特指的股四頭肌、筋膜和肌腱的未特指損傷
S76119	未明確的股四頭肌、筋膜和肌腱拉傷
S76121	右股四頭肌、筋膜和肌腱撕裂傷
S76122	左側股四頭肌、筋膜和肌腱撕裂傷
S76129	未明確的股四頭肌、筋膜和肌腱撕裂傷
S7619	股四頭肌、筋膜和肌腱的其他特定損傷
S76191	右側股四頭肌、筋膜和肌腱的其他特定損傷
S76192	左側股四頭肌、筋膜和肌腱的其他特定損傷
S76199	未特指的股四頭肌、筋膜和肌腱的其他特指損傷
S76209	未特指的大腿內收肌、筋膜和肌腱的未特指損傷
S76211	右大腿內收肌、筋膜和肌腱拉傷
S76212	左大腿內收肌、筋膜和肌腱拉傷
S76219	未指明大腿的內收肌、筋膜和肌腱拉傷
S76221	右大腿內收肌、筋膜和肌腱撕裂傷
S76222	左大腿內收肌、筋膜和肌腱撕裂傷
S76229	未明確大腿的內收肌、筋膜和肌腱撕裂
S76299	未特指的大腿內收肌、筋膜和肌腱的其他損傷
S76301	右大腿後肌群肌肉、筋膜和肌腱未明確損傷
S76302	左大腿大腿後肌群的肌肉、筋膜和肌腱未明確損傷
S76309	未特指的大腿後肌群肌肉、筋膜和肌腱損傷，未特指大腿
S76311	大腿後肌群的肌肉、筋膜和肌腱拉傷，右大腿
S76312	大腿後部肌肉群的肌肉、筋膜和肌腱拉傷，左大腿
S76319	大腿後肌群的肌肉、筋膜和肌腱拉傷，未明確的大腿
S76321	右大腿後肌群的肌肉、筋膜和肌腱撕裂傷
S76322	大腿後肌群的肌肉、筋膜和肌腱撕裂，左大腿
S76329	大腿後部肌肉群的肌肉、筋膜和肌腱撕裂，未明確的大腿
S7639	大腿水平後肌群的肌肉、筋膜和肌腱的其他特定損傷
S76391	右大腿後部肌群肌肉、筋膜和肌腱的其他特定損傷
S76392	左大腿大腿後肌群肌肉、筋膜和肌腱的其他特定損傷
S76399	大腿後部肌肉群的肌肉、筋膜和肌腱的其他特定損傷，未明確的大腿
