E083211	由潛在疾病引起的糖尿病伴輕度非增殖性糖尿病視網膜病變伴黃斑水腫，右眼
S83106S	不明膝關節脫位、後遺症
S83111A	脛骨近端前半脫位，右膝，初次相遇
S83111D	脛骨近端前半脫位，右膝，隨後遇到
S83111S	脛骨近端前半脫位、右膝、後遺症
S83112A	脛骨近端前半脫位，左膝，初次相遇
S83112D	脛骨近端前半脫位，左膝，隨後遇到
S83112S	脛骨近端前半脫位、左膝、後遺症
S83113A	脛骨近端前半脫位，未明確膝關節，初次接觸
S83113D	脛骨近端前半脫位，未明確膝關節，隨後遇到
S83113S	脛骨近端前半脫位、未明確膝關節、後遺症
S83114A	脛骨近端前脫位，右膝，初次接觸
S83114D	脛骨近端前脫位，右膝，隨後遇到
S83114S	脛骨近端前脫位、右膝、後遺症
S83115A	脛骨近端前脫位，左膝，初次接觸
S83115D	脛骨近端前脫位，左膝，隨後遇到
S83115S	脛骨近端前脫位，左膝，後遺症
S83116A	脛骨近端前脫位，未明確膝關節，初次接觸
S83116D	脛骨近端前脫位，未明確膝關節，隨後遇到
S83116S	脛骨近端前脫位、未明確膝關節、後遺症
S83121A	脛骨近端后半脫位，右膝，初次接觸
S83121D	脛骨近端后半脫位，右膝，隨後遇到
S83121S	脛骨近端后半脫位、右膝、後遺症
S83122A	脛骨近端后半脫位，左膝，初次接觸
S83122D	脛骨近端后半脫位，左膝，隨後遇到
S83122S	脛骨近端后半脫位、左膝、後遺症
S83123A	脛骨近端后半脫位，未明確膝關節，初次接觸
S83123D	脛骨近端后半脫位，未明確的膝關節，隨後遇到
S83123S	脛骨近端后半脫位、未明確膝關節、後遺症
S83124A	脛骨近端后脫位，右膝，初次接觸
S83124D	脛骨近端后脫位，右膝，隨後遇到
S83124S	脛骨近端后脫位、右膝、後遺症
S83125A	脛骨近端后脫位，左膝，初次接觸
S83125D	脛骨近端后脫位，左膝，隨後遇到
S83125S	脛骨近端后脫位，左膝，後遺症
S83126A	脛骨近端后脫位，未明確膝關節，初次接觸
S83126D	脛骨近端后脫位，未明確的膝關節，隨後遇到
S83126S	脛骨近端后脫位、不明膝、後遺症
S83131A	脛骨近端內側半脫位，右膝，初次接觸
S83131D	脛骨近端內側半脫位，右膝，隨後遇到
S83131S	脛骨近端內側半脫位，右膝，後遺症
S83132A	脛骨近端內側半脫位，左膝，初次接觸
S83132D	脛骨近端內側半脫位，左膝，隨後遇到
S83132S	脛骨近端內側半脫位，左膝，後遺症
S83133A	脛骨近端內側半脫位，未明確膝關節，初次接觸
S83133D	脛骨近端內側半脫位，未明確的膝關節，隨後遇到
S83133S	脛骨近端內側半脫位，未明確膝關節，後遺症
S83134A	脛骨近端內側脫位，右膝，初次接觸
S83134D	脛骨近端內側脫位，右膝，隨後遇到
S83134S	脛骨近端內側脫位，右膝，後遺症
S83135A	脛骨近端內側脫位，左膝，初次接觸
S83135D	脛骨近端內側脫位，左膝，隨後遇到
S83135S	脛骨近端內側脫位，左膝，後遺症
S83136A	脛骨近端內側脫位，未明確膝關節，初次接觸
S83136D	脛骨近端內側脫位，未明確的膝關節，隨後遇到
S83136S	脛骨近端內側脫位，未明確的膝關節，後遺症
S83141A	脛骨近端外側半脫位，右膝，初次接觸
S83141D	脛骨近端外側半脫位，右膝，隨後遇到
S83141S	脛骨近端外側半脫位，右膝，後遺症
S83142A	脛骨近端外側半脫位，左膝，初次相遇
S83142D	脛骨近端外側半脫位，左膝，隨後遇到
S83142S	脛骨近端外側半脫位，左膝，後遺症
S83143A	脛骨近端側向半脫位，未明確膝關節，初次接觸
S83143D	脛骨近端外側半脫位，未明確膝關節，隨後遇到
S83143S	脛骨近端外側半脫位，未明確膝關節，後遺症
S83144A	脛骨近端外側脫位，右膝，初次接觸
S83144D	脛骨近端外側脫位，右膝，隨後遇到
S83144S	脛骨近端外側脫位，右膝，後遺症
S83145A	脛骨近端外側脫位，左膝，初次相遇
S83145D	脛骨近端外側脫位，左膝，隨後遇到
S83145S	脛骨近端外側脫位，左膝，後遺症
S83146A	脛骨近端外側脫位，未明確膝關節，初次接觸
S83146D	脛骨近端外側脫位，未明確的膝關節，隨後遇到
S83146S	脛骨近端外側脫位，未明確的膝關節，後遺症
S83191A	其他右膝半脫位，初次接觸
S83191D	其他右膝半脫位，後續遭遇
S83191S	其他右膝半脫位、後遺症
S83192A	其他左膝半脫位，初次接觸
S83192D	其他左膝半脫位，後續遭遇
S83192S	其他左膝半脫位、後遺症
S83193A	其他未特指膝關節半脫位，初次接觸
S83193D	其他未明確膝關節半脫位，隨後遇到
S83193S	其他未特指膝關節半脫位、後遺症
S83194A	其他右膝脫位，初次接觸
S83194D	右膝其他脫位，後續遭遇
S83194S	其他右膝脫位、後遺症
S83195A	左膝其他脫位，初診
S83195D	左膝其他脫臼，後續遭遇
S83195S	左膝其他脫位、後遺症
S83196A	其他未明確膝關節脫位，初次接觸
S83196D	其他未明確膝關節脫位，隨後遇到
S83196S	其他未明確膝關節脫位、後遺症
S83200A	未指明半月板的桶柄撕裂、當前損傷、右膝、初次接觸
S83200D	未指明半月板的桶柄撕裂、當前受傷、右膝、隨後遭遇
S83200S	未指明半月板的桶柄撕裂、當前損傷、右膝、後遺症
S83201A	未指明半月板的桶柄撕裂、當前損傷、左膝、初次接觸
S83201D	未指明半月板的桶柄撕裂、當前受傷、左膝、隨後遭遇
S83201S	未指明半月板的桶柄撕裂、當前損傷、左膝、後遺症
S83202A	未指定半月板的桶柄撕裂、當前損傷、未指定膝關節、初次接觸
S83202D	未指明半月板的桶柄撕裂、當前損傷、未指明的膝蓋、隨後的遭遇
S83202S	未指定半月板的桶柄撕裂、當前損傷、未指定膝關節、後遺症
S83203A	其他不明半月板撕裂、當前損傷、右膝、初次接觸
S83203D	其他不明半月板撕裂、當前受傷、右膝、隨後遭遇
S83203S	其他不明半月板撕裂、當前損傷、右膝、後遺症
S83204A	其他不明半月板撕裂、當前損傷、左膝、初次接觸
S83204D	其他不明半月板撕裂、當前受傷、左膝、隨後遭遇
S83204S	其他不明半月板撕裂、當前損傷、左膝、後遺症
S83205A	其他不明半月板撕裂、當前受傷、不明膝蓋、初次接觸
S83205D	其他未指明半月板撕裂、當前受傷、未指明膝關節、隨後遭遇
S83205S	其他不明半月板撕裂、當前損傷、不明膝關節、後遺症
S83206A	不明半月板撕裂，目前受傷，右膝，初次接觸
S83206D	不明半月板撕裂，目前受傷，右膝，隨後遭遇
S83206S	不明半月板撕裂，目前受傷，右膝，後遺症
S83207A	不明半月板撕裂，目前受傷，左膝，初次遭遇
S83207D	不明半月板撕裂，目前受傷，左膝，隨後遭遇
S83207S	不明半月板撕裂，目前受傷，左膝，後遺症
S83209A	不明半月板撕裂，目前受傷，不明膝蓋，初次接觸
S83209D	不明半月板撕裂，目前受傷，不明膝蓋，隨後遭遇
S83209S	不明半月板撕裂，目前受傷，不明膝蓋，後遺症
S83211A	內側半月板桶柄撕裂、當前損傷、右膝、初次接觸
S83211D	內側半月板桶柄撕裂，當前受傷，右膝，隨後遭遇
S83211S	內側半月板桶柄撕裂、當前損傷、右膝、後遺症
S83212A	內側半月板桶柄撕裂、當前損傷、左膝、初次接觸
S83212D	內側半月板桶柄撕裂，當前受傷，左膝，隨後遭遇
S83212S	內側半月板斗柄撕裂、當前損傷、左膝、後遺症
S83219A	內側半月板桶柄撕裂、當前損傷、未指明的膝關節、初次接觸
S83219D	內側半月板桶柄撕裂、當前損傷、未指明的膝蓋、隨後的遭遇
S83219S	內側半月板桶柄撕裂、當前損傷、未指明的膝關節、後遺症
S83221A	內側半月板外周撕裂、當前損傷、右膝、初次接觸
S83221D	內側半月板周圍撕裂，當前受傷，右膝，隨後遭遇
S83221S	內側半月板周圍撕裂、當前損傷、右膝、後遺症
S83222A	內側半月板外周撕裂、當前損傷、左膝、初次接觸
S83222D	內側半月板周圍撕裂，當前受傷，左膝，隨後遭遇
S83222S	內側半月板周圍撕裂、當前損傷、左膝、後遺症
S83229A	內側半月板外周撕裂、當前損傷、未指明的膝關節、初次接觸
S83229D	內側半月板周圍撕裂、當前損傷、未指明的膝關節、隨後的遭遇
S83229S	內側半月板周圍撕裂、當前損傷、未指明的膝關節、後遺症
S83231A	內側半月板複雜撕裂、當前損傷、右膝、初次接觸
S83231D	內側半月板複雜撕裂，當前受傷，右膝，隨後遭遇
S83231S	內側半月板複雜撕裂、當前損傷、右膝、後遺症
S83232A	內側半月板複雜撕裂、當前損傷、左膝、初次接觸
S83232D	內側半月板複雜撕裂、當前受傷、左膝、隨後遭遇
S83232S	內側半月板複雜撕裂、當前損傷、左膝、後遺症
S83239A	內側半月板複雜撕裂、當前損傷、未指明的膝關節、初次接觸
S83239D	內側半月板複雜撕裂、當前損傷、未指明的膝關節、隨後的遭遇
S83239S	內側半月板複雜撕裂、當前損傷、未明確的膝關節、後遺症
S83241A	其他內側半月板撕裂、當前損傷、右膝、初次接觸
S83241D	其他內側半月板撕裂、當前損傷、右膝、後續遭遇
S83241S	其他內側半月板撕裂、當前損傷、右膝、後遺症
S83242A	其他內側半月板撕裂、當前損傷、左膝、初次接觸
S83242D	其他內側半月板撕裂、當前損傷、左膝、後續遭遇
S83242S	其他內側半月板撕裂、當前損傷、左膝、後遺症
S83249A	其他內側半月板撕裂、當前損傷、未指明的膝關節、初次接觸
S83249D	其他內側半月板撕裂、當前損傷、未指明的膝關節、隨後的遭遇
S83249S	其他內側半月板撕裂、當前損傷、未明確的膝關節、後遺症
S83251A	外側半月板桶柄撕裂、當前損傷、右膝、初次接觸
S83251D	外側半月板桶柄撕裂、當前受傷、右膝、隨後遭遇
S83251S	外側半月板桶柄撕裂、當前損傷、右膝、後遺症
S83252A	外側半月板桶柄撕裂、當前損傷、左膝、初次接觸
S83252D	外側半月板桶柄撕裂、當前受傷、左膝、隨後遭遇
S83252S	外側半月板斗柄撕裂、當前損傷、左膝、後遺症
S83259A	外側半月板桶柄撕裂、當前損傷、未指明的膝關節、初次接觸
S83259D	外側半月板桶柄撕裂、當前損傷、未指明的膝關節、隨後的遭遇
S83259S	外側半月板桶柄撕裂、當前損傷、未指明的膝關節、後遺症
S83261A	外側半月板周圍撕裂、當前損傷、右膝、初次接觸
S83261D	外側半月板周圍撕裂，當前受傷，右膝，隨後遭遇
S83261S	外側半月板周圍撕裂、當前損傷、右膝、後遺症
S83262A	外側半月板周圍撕裂、當前損傷、左膝、初次接觸
S83262D	外側半月板周圍撕裂，當前受傷，左膝，隨後遭遇
S83262S	外側半月板周圍撕裂、當前損傷、左膝、後遺症
S83269A	外側半月板周圍撕裂、當前損傷、未明確的膝關節、初次接觸
S83269D	外側半月板周圍撕裂、當前損傷、未指明的膝關節、隨後的遭遇
S83269S	外側半月板周圍撕裂、當前損傷、未明確的膝關節、後遺症
S83271A	外側半月板複雜撕裂、當前損傷、右膝、初次接觸
S83271D	外側半月板複雜撕裂、當前受傷、右膝、隨後遭遇
S83271S	外側半月板複雜撕裂、當前損傷、右膝、後遺症
S83272A	外側半月板複雜撕裂、當前損傷、左膝、初次接觸
S83272D	外側半月板複雜撕裂、當前受傷、左膝、隨後遭遇
S83272S	外側半月板複雜撕裂、當前損傷、左膝、後遺症
S83279A	外側半月板複雜撕裂、當前損傷、未指明的膝關節、初次接觸
S83279D	外側半月板複雜撕裂、當前損傷、未指明的膝關節、隨後的遭遇
S83279S	外側半月板複雜撕裂、當前損傷、未明確的膝關節、後遺症
S83281A	其他外側半月板撕裂、當前損傷、右膝、初次接觸
S83281D	其他外側半月板撕裂、當前損傷、右膝、後續遭遇
S83281S	其他外側半月板撕裂、當前損傷、右膝、後遺症
S83282A	其他外側半月板撕裂、當前損傷、左膝、初次接觸
S83282D	其他外側半月板撕裂、當前損傷、左膝、後續遭遇
S83282S	其他外側半月板撕裂、當前損傷、左膝、後遺症
S83289A	其他外側半月板撕裂、當前損傷、未指明的膝關節、初次接觸
S83289D	其他外側半月板撕裂、當前損傷、未指明的膝關節、隨後的遭遇
S83289S	其他外側半月板撕裂、當前損傷、未特指的膝關節、後遺症
S8330XA	未指明膝關節軟骨撕裂，當前，初次接觸
S8330XD	不明膝關節軟骨撕裂，當前，隨後遇到
S8330XS	不明膝關節軟骨撕裂、當前、後遺症
S8331XA	右膝關節軟骨撕裂，當前，初次接觸
S8331XD	右膝關節軟骨撕裂，當前，隨後遇到
S8331XS	右膝關節軟骨撕裂、電流、後遺症
S8332XA	左膝關節軟骨撕裂，當前，初次接觸
S8332XD	左膝關節軟骨撕裂，當前，隨後遇到
S8332XS	左膝關節軟骨撕裂、當前、後遺症
S83401A	未明確的右膝副韌帶扭傷，初次接觸
S83401D	未指明的右膝側副韌帶扭傷，隨後遭遇
S83401S	未特指的右膝側副韌帶扭傷，後遺症
S83402A	左膝未明確的副韌帶扭傷，初次接觸
S83402D	左膝未明確的副韌帶扭傷，隨後遭遇
S83402S	左膝未明確的副韌帶扭傷，後遺症
S83409A	未指定膝關節未指定副韌帶扭傷，初次接觸
S83409D	未指定膝關節未指定副韌帶扭傷，隨後遭遇
S83409S	不明膝側副韌帶扭傷，後遺症
S83411A	右膝內側副韌帶扭傷，初次接觸
S83411D	右膝內側副韌帶扭傷，隨後遭遇
S83411S	右膝內側副韌帶扭傷，後遺症
S83412A	左膝內側副韌帶扭傷，初次接觸
S83412D	左膝內側副韌帶扭傷，隨後遭遇
S83412S	左膝內側副韌帶扭傷，後遺症
S83419A	未明確膝關節內側副韌帶扭傷，初次接觸
S83419D	不明膝內側副韌帶扭傷，隨後遭遇
S83419S	不明膝內側副韌帶扭傷，後遺症
S83421A	右膝外側副韌帶扭傷，初次接觸
S83421D	右膝外側副韌帶扭傷，隨後遭遇
S83421S	右膝外側副韌帶扭傷，後遺症
S83422A	左膝外側副韌帶扭傷，初次接觸
S83422D	左膝外側副韌帶扭傷，隨後遭遇
S83422S	左膝外側副韌帶扭傷，後遺症
S83429A	未明確膝關節外側副韌帶扭傷，初次接觸
S83429D	未特指膝關節外側副韌帶扭傷，隨後遭遇
S83429S	未特指膝關節外側副韌帶扭傷，後遺症
S83501A	未明確的右膝十字韌帶扭傷，初次接觸
S83501D	未指明的右膝十字韌帶扭傷，隨後遭遇
S83501S	未明確的右膝十字韌帶扭傷，後遺症
S83502A	未指明的左膝十字韌帶扭傷，初次接觸
S83502D	未指明的左膝十字韌帶扭傷，隨後遭遇
S83502S	左膝十字韌帶扭傷，後遺症
S83509A	未指定膝關節交叉韌帶扭傷，初次接觸
S83509D	不明膝交叉韌帶扭傷，隨後遭遇
S83509S	不明膝交叉韌帶扭傷，後遺症
S83511A	右膝前交叉韌帶扭傷，初次接觸
S83511D	右膝前交叉韌帶扭傷，隨後遭遇
S83511S	右膝前交叉韌帶扭傷，後遺症
S83512A	左膝前交叉韌帶扭傷，初次接觸
S83512D	左膝前交叉韌帶扭傷，隨後遭遇
S83512S	左膝前交叉韌帶扭傷，後遺症
S83519A	未特指膝關節前交叉韌帶扭傷，初次接觸
S83519D	未明確膝關節前交叉韌帶扭傷，隨後遭遇
S83519S	不明膝前交叉韌帶扭傷，後遺症
S83521A	右膝後交叉韌帶扭傷，初次接觸
S83521D	右膝後交叉韌帶扭傷，隨後遭遇
S83521S	右膝後交叉韌帶扭傷，後遺症
S83522A	左膝後交叉韌帶扭傷，初次接觸
S83522D	左膝後交叉韌帶扭傷，隨後遭遇
S83522S	左膝後交叉韌帶扭傷，後遺症
S83529A	未特指膝關節後交叉韌帶扭傷，初次接觸
S83529D	未指明膝關節後交叉韌帶扭傷，隨後遭遇
S83529S	未特指膝關節後交叉韌帶扭傷，後遺症
S8360XA	上脛腓關節和韌帶扭傷，未明確的膝關節，初次接觸
S8360XD	上脛腓關節和韌帶扭傷，未明確的膝關節，隨後的遭遇
S8360XS	上脛腓關節和韌帶扭傷，未明確的膝關節，後遺症
S8361XA	上脛腓關節和韌帶扭傷，右膝，初次接觸
S8361XD	上脛腓關節和韌帶扭傷，右膝，隨後遭遇
S8361XS	上脛腓關節和韌帶扭傷，右膝，後遺症
S8362XA	上脛腓關節和韌帶扭傷，左膝，初次接觸
S8362XD	上脛腓關節和韌帶扭傷，左膝，隨後遭遇
S8362XS	上脛腓關節和韌帶扭傷，左膝，後遺症
S838X1A	右膝其他特定部位扭傷，初次接觸
S838X1D	右膝其他指定部位扭傷，隨後遭遇
S838X1S	右膝其他特定部位扭傷，後遺症
S838X2A	左膝其他指定部位扭傷，初次接觸
S838X2D	左膝其他指定部位扭傷，後續遭遇
S838X2S	左膝其他特定部位扭傷，後遺症
S838X9A	未指定膝關節的其他指定部位扭傷，初次接觸
S838X9D	未指定膝關節的其他指定部位扭傷，隨後遭遇
