V00	Pedestrian conveyance accident
	沙灘車外人員在非交通意外事故中受傷之後遺症
  V8674	Person on outside of military vehicle injured in nontraffic accident
	軍用車輛外人員在非交通意外事故中受傷
    V8674xA	Person on outside of military vehicle injured in nontraffic accident, initial encounter
	軍用車輛外人員在非交通意外事故中受傷之初期照護
    V8674xD	Person on outside of military vehicle injured in nontraffic accident, subsequent encounter
	軍用車輛外人員在非交通意外事故中受傷之後續照護
    V8674xS	Person on outside of military vehicle injured in nontraffic accident, sequela
	軍用車輛外人員在非交通意外事故中受傷之後遺症
  V8679	Person on outside of other special all-terrain or other motor vehicles injured in nontraffic accident
	其他特殊全地形適用車輛或其他機動車輛外人員在非交通意外事故中受傷
    V8679xA	Person on outside of other special all-terrain or other motor vehicles injured in nontraffic accident, initial encounter
	其他特殊全地形適用車輛或其他機動車輛外人員在非交通意外事故中受傷之初期照護
    V8679xD	Person on outside of other special all-terrain or other motor vehicles injured in nontraffic accident, subsequent encounter
	其他特殊全地形適用車輛或其他機動車輛外人員在非交通意外事故中受傷之後續照護
    V8679xS	Person on outside of other special all-terrain or other motor vehicles injured in nontraffic accident, sequela
	其他特殊全地形適用車輛或其他機動車輛外人員在非交通意外事故中受傷之後遺症
 V869	Unspecified occupant of special all-terrain or other motor vehicle injured in nontraffic accident
	特殊全地形適用車輛或其他非公路用機動車輛乘員在非交通意外事故中受傷
  V8691	Unspecified occupant of ambulance or fire engine injured in nontraffic accident
	救護車或消防車輛乘員在非交通意外事故中受傷
    V8691xA	Unspecified occupant of ambulance or fire engine injured in nontraffic accident, initial encounter
	救護車或消防車輛乘員在非交通意外事故中受傷之初期照護
    V8691xD	Unspecified occupant of ambulance or fire engine injured in nontraffic accident, subsequent encounter
	救護車或消防車輛乘員在非交通意外事故中受傷之後續照護
    V8691xS	Unspecified occupant of ambulance or fire engine injured in nontraffic accident, sequela
	救護車或消防車輛乘員在非交通意外事故中受傷之後遺症
  V8692	Unspecified occupant of snowmobile injured in nontraffic accident
	雪地車乘員在非交通意外事故中受傷
    V8692xA	Unspecified occupant of snowmobile injured in nontraffic accident, initial encounter
	雪地車乘員在非交通意外事故中受傷之初期照護
    V8692xD	Unspecified occupant of snowmobile injured in nontraffic accident, subsequent encounter
	雪地車乘員在非交通意外事故中受傷之後續照護
    V8692xS	Unspecified occupant of snowmobile injured in nontraffic accident, sequela
	雪地車乘員在非交通意外事故中受傷之後遺症
  V8693	Unspecified occupant of dune buggy injured in nontraffic accident
	沙灘車乘員在非交通意外事故中受傷
    V8693xA	Unspecified occupant of dune buggy injured in nontraffic accident, initial encounter
	沙灘車乘員在非交通意外事故中受傷之初期照護
    V8693xD	Unspecified occupant of dune buggy injured in nontraffic accident, subsequent encounter
	沙灘車乘員在非交通意外事故中受傷之後續照護
    V8693xS	Unspecified occupant of dune buggy injured in nontraffic accident, sequela
	沙灘車乘員在非交通意外事故中受傷之後遺症
  V8694	Unspecified occupant of military vehicle injured in nontraffic accident
	軍用車輛乘員在非交通意外事故中受傷
    V8694xA	Unspecified occupant of military vehicle injured in nontraffic accident, initial encounter
	軍用車輛乘員在非交通意外事故中受傷之初期照護
    V8694xD	Unspecified occupant of military vehicle injured in nontraffic accident, subsequent encounter
	軍用車輛乘員在非交通意外事故中受傷之後續照護
    V8694xS	Unspecified occupant of military vehicle injured in nontraffic accident, sequela
	軍用車輛乘員在非交通意外事故中受傷之後遺症
  V8699	Unspecified occupant of other special all-terrain or other motor vehicle injured in nontraffic accident
	其他特殊全地形適用車輛或其他機動車輛乘員在非交通意外事故中受傷
    V8699xA	Unspecified occupant of other special all-terrain or other motor vehicle injured in nontraffic accident, initial encounter
	其他特殊全地形適用車輛或其他機動車輛乘員在非交通意外事故中受傷之初期照護
    V8699xD	Unspecified occupant of other special all-terrain or other motor vehicle injured in nontraffic accident, subsequent encounter
	其他特殊全地形適用車輛或其他機動車輛乘員在非交通意外事故中受傷之後續照護
    V8699xS	Unspecified occupant of other special all-terrain or other motor vehicle injured in nontraffic accident, sequela
	其他特殊全地形適用車輛或其他機動車輛乘員在非交通意外事故中受傷之後遺症
V87	Traffic accident of specified type but victim's mode of transport unknown
	特定類型的交通意外事故，但受害者運輸方式不明
 V870	Person injured in collision between car and two- or three-wheeled powered vehicle (traffic)
	汽車與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員
    V870xxA	Person injured in collision between car and two- or three-wheeled powered vehicle (traffic), initial encounter
	汽車與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員之初期照護
    V870xxD	Person injured in collision between car and two- or three-wheeled powered vehicle (traffic), subsequent encounter
	汽車與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員之後續照護
    V870xxS	Person injured in collision between car and two- or three-wheeled powered vehicle (traffic), sequela
	汽車與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員之後遺症
 V871	Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)
	其他機動車輛與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員
    V871xxA	Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic), initial encounter
	其他機動車輛與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員之初期照護
    V871xxD	Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic), subsequent encounter
	其他機動車輛與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員之後續照護
    V871xxS	Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic), sequela
	其他機動車輛與二、三輪機動車輛之間（交通意外事故性）碰撞時受傷人員之後遺症
 V872	Person injured in collision between car and pick-up truck or van (traffic)
	汽車與小貨車或箱型車之間（交通意外事故性）碰撞時受傷人員
    V872xxA	Person injured in collision between car and pick-up truck or van (traffic), initial encounter
	汽車與小貨車或箱型車之間（交通意外事故性）碰撞時受傷人員之初期照護
    V872xxD	Person injured in collision between car and pick-up truck or van (traffic), subsequent encounter
	汽車與小貨車或箱型車之間（交通意外事故性）碰撞時受傷人員之後續照護
    V872xxS	Person injured in collision between car and pick-up truck or van (traffic), sequela
	汽車與小貨車或箱型車之間（交通意外事故性）碰撞時受傷人員之後遺症
 V873	Person injured in collision between car and bus (traffic)
	汽車與巴士之間（交通意外事故性）碰撞時受傷人員
    V873xxA	Person injured in collision between car and bus (traffic), initial encounter
	汽車與巴士之間（交通意外事故性）碰撞時受傷人員之初期照護
    V873xxD	Person injured in collision between car and bus (traffic), subsequent encounter
	汽車與巴士之間（交通意外事故性）碰撞時受傷人員之後續照護
    V873xxS	Person injured in collision between car and bus (traffic), sequela
